ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,DESCRIPTION,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
7226,CVE-2013-0296,,4.4,MEDIUM,"Race condition in pigz before 2.2.5 uses permissions derived from the umask when compressing a file before setting that file's permissions to match those of the original file, which might allow local users to bypass intended access permissions while compression is occurring.",CWE-264,,pigz,before 2.2.5,bypass intended access permissions,,local,,,,,
7227,CVE-2013-0297,,3.5,LOW,Multiple cross-site scripting (XSS) vulnerabilities in ownCloud before 4.0.12 and 4.5.x before 4.5.7 allow remote authenticated administrators to inject arbitrary web script or HTML via the (1) site_name or (2) site_url parameter to apps/external/ajax/setsites.php.,CWE-79,,ownCloud,before 4.0.12 and 4.5.x before 4.5.7,inject arbitrary web script or HTML,,remote,,Yes,,No,ownCloud
7228,CVE-2013-0298,,4.3,MEDIUM,"Multiple cross-site scripting (XSS) vulnerabilities in ownCloud 4.5.x before 4.5.7 allow remote attackers to inject arbitrary web script or HTML via (1) a crafted iCalendar file to the calendar application, the (2) dir or (3) file parameter to apps/files_pdfviewer/viewer.php, or the (4) mountpoint parameter to /apps/files_external/addMountPoint.php.",CWE-79,,ownCloud,4.5.x before 4.5.7,arbitrary web script or HTML injection,,remote,,,,,ownCloud
7229,CVE-2013-0299,,6.8,MEDIUM,"Multiple cross-site request forgery (CSRF) vulnerabilities in ownCloud before 4.0.12 and 4.5.x before 4.5.7 allow remote attackers to hijack the authentication of users for requests that (1) change the timezone for the user via the lat and lng parameters to apps/calendar/ajax/settings/guesstimezone.php, (2) disable or enable the automatic timezone detection via the timezonedetection parameter to apps/calendar/ajax/settings/timezonedetection.php, (3) import user accounts via the admin_export parameter to apps/admin_migrate/settings.php, (4) overwrite user files via the operation parameter to apps/user_migrate/ajax/export.php, or (5) change the authentication server URL via unspecified vectors to apps/user_ldap/settings.php.",CWE-352,,ownCloud,before 4.0.12 and 4.5.x before 4.5.7,hijack the authentication of users,,remote,,Yes,,No,ownCloud
7230,CVE-2013-0300,,6.8,MEDIUM,"Multiple cross-site request forgery (CSRF) vulnerabilities in ownCloud 4.5.x before 4.5.7 allow remote attackers to hijack the authentication of users for requests that (1) change the default view via the v parameter to apps/calendar/ajax/changeview.php, mount arbitrary (2) Google Drive or (3) Dropbox folders via vectors related to addRootCertificate.php, dropbox.php and google.php in apps/files_external/ajax/, or (4) change the authentication server URL via unspecified vectors to apps/user_webdavauth/settings.php.",CWE-352,,ownCloud,4.5.x before 4.5.7,hijack authentication of users,,remote,,Yes,,No,ownCloud
7231,CVE-2013-0301,,6.8,MEDIUM,Cross-site request forgery (CSRF) vulnerability in apps/calendar/ajax/settings/settimezone in ownCloud before 4.0.12 allows remote attackers to hijack the authentication of users for requests that change the timezone via the timezone parameter.,CWE-352,,ownCloud,before 4.0.12,hijack the authentication of users,,remote,,,,,ownCloud
7232,CVE-2013-0302,,5.0,MEDIUM,,NVD-CWE-noinfo,,ownCloud Server,before 4.0.12,obtain sensitive information,,remote,,,,,ownCloud
7233,CVE-2013-0303,,6.5,MEDIUM,Unspecified vulnerability in core/ajax/translations.php in ownCloud before 4.0.12 and 4.5.x before 4.5.6 allows remote authenticated users to execute arbitrary PHP code via unknown vectors.  NOTE: this entry has been SPLIT due to different affected versions. The core/settings.php issue is covered by CVE-2013-7344.,NVD-CWE-noinfo,,ownCloud,4.0.12 and 4.5.x before 4.5.6,execute arbitrary PHP code,,,,Yes,,No,ownCloud
7234,CVE-2013-0304,,4.0,MEDIUM,"ownCloud Server before 4.5.7 does not properly check ownership of calendars, which allows remote authenticated users to read arbitrary calendars via the calid parameter to /apps/calendar/export.php.  NOTE: this issue has been reported as a cross-site request forgery (CSRF) vulnerability, but due to lack of details, it is uncertain what the root cause is.",CWE-264,,ownCloud Server,before 4.5.7,read arbitrary calendars,,remote,,Yes,,No,ownCloud
7235,CVE-2013-0305,,4.0,MEDIUM,"The administrative interface for Django 1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2 does not check permissions for the history view, which allows remote authenticated administrators to obtain sensitive object history information.",CWE-200,,Django,"1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2",obtain sensitive object history information,,remote,,Yes,,No,Django
7236,CVE-2013-0306,,5.0,MEDIUM,"The form library in Django 1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2 allows remote attackers to bypass intended resource limits for formsets and cause a denial of service (memory consumption) or trigger server errors via a modified max_num parameter.",CWE-189,,Django form library,"1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2",denial of service,,remote,,,,,Django
7237,CVE-2013-0307,,3.5,LOW,Cross-site scripting (XSS) vulnerability in settings.php in ownCloud before 4.0.12 and 4.5.x before 4.5.7 allows remote administrators to inject arbitrary web script or HTML via the group input field parameter.,CWE-79,,ownCloud,before 4.0.12 and 4.5.x before 4.5.7,arbitrary web script or HTML injection,,remote,,,,,ownCloud
7238,CVE-2013-0308,,4.3,MEDIUM,"The imap-send command in GIT before 1.8.1.4 does not verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate.",CWE-20,,GIT,before 1.8.1.4,spoof SSL servers,,remote,,,,,GIT
7239,CVE-2013-0309,,4.7,MEDIUM,"arch/x86/include/asm/pgtable.h in the Linux kernel before 3.6.2, when transparent huge pages are used, does not properly support PROT_NONE memory regions, which allows local users to cause a denial of service (system crash) via a crafted application.",CWE-119,Linux,Linux kernel,before 3.6.2,denial of service,,local,,,,,
7240,CVE-2013-0310,,6.6,MEDIUM,The cipso_v4_validate function in net/ipv4/cipso_ipv4.c in the Linux kernel before 3.4.8 allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact via an IPOPT_CIPSO IP_OPTIONS setsockopt system call.,CWE-119,Linux,Linux kernel,before 3.4.8,denial of service,,local,,,,,
7241,CVE-2013-0311,,6.5,MEDIUM,"The translate_desc function in drivers/vhost/vhost.c in the Linux kernel before 3.7 does not properly handle cross-region descriptors, which allows guest OS users to obtain host OS privileges by leveraging KVM guest OS privileges.",NVD-CWE-Other,Linux,Linux kernel,before 3.7,obtain host OS privileges,,,,,,,
7242,CVE-2013-0312,,5.0,MEDIUM,389 Directory Server before 1.3.0.4 allows remote attackers to cause a denial of service (crash) via a zero length LDAP control sequence.,CWE-189,,389 Directory Server,before 1.3.0.4,denial of service,,remote,LDAP,,,,
7243,CVE-2013-0313,,6.2,MEDIUM,"The evm_update_evmxattr function in security/integrity/evm/evm_crypto.c in the Linux kernel before 3.7.5, when the Extended Verification Module (EVM) is enabled, allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact via an attempted removexattr operation on an inode of a sockfs filesystem.",NVD-CWE-noinfo,Linux,Linux kernel,before 3.7.5,denial of service,,local,,,,,
7244,CVE-2013-0314,,7.5,HIGH,"The GateIn Portal export/import gadget in JBoss Enterprise Portal Platform 5.2.2 does not properly check authentication when importing Zip files, which allows remote attackers to modify site contents, remove the site, or alter the access controls for portlets.",CWE-287,,GateIn Portal export/import gadget in JBoss Enterprise Portal Platform,5.2.2,"modify site contents, remove the site, alter the access controls for portlets",,remote,,,,,JBoss
7245,CVE-2013-0315,,5.0,MEDIUM,"The GateIn Portal export/import gadget in JBoss Enterprise Portal Platform 5.2.2 allows remote attackers to read arbitrary files via a crafted external XML entity in an XML document, aka an XML Entity Expansion (XEE) attack.",CWE-264,,GateIn Portal export/import gadget in JBoss Enterprise Portal Platform,5.2.2,read arbitrary files,,remote,,,,,JBoss
7246,CVE-2013-0316,,5.0,MEDIUM,The Image module in Drupal 7.x before 7.20 allows remote attackers to cause a denial of service (CPU and disk space consumption) via a large number of new derivative requests.,CWE-399,,Drupal,7.x before 7.20,denial of service,,remote,,,,,Drupal
7247,CVE-2013-0317,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in the Manager Change for Organic Groups (og_manager_change) module 7.x-2.x before 7.x-2.1 for Drupal might allow remote attackers to inject arbitrary web script or HTML via the username in the new manager autocomplete field.,CWE-79,,Manager Change for Organic Groups (og_manager_change) module,7.x-2.x before 7.x-2.1,arbitrary web script or HTML injection,,remote,,,,Yes,Drupal
7248,CVE-2013-0318,,10.0,HIGH,"The admin page in the Banckle Chat module for Drupal does not properly restrict access, which allows remote attackers to bypass intended restrictions via unspecified vectors.",CWE-264,,Banckle Chat module for Drupal,,bypass intended restrictions,,remote,,,,,
7249,CVE-2013-0319,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in the Yandex.Metrics module 6.x-1.x before 6.x-1.6 and 7.x-1.x before 7.x-1.5 for Drupal allows remote attackers to inject arbitrary web script or HTML via vectors related to the Yandex.Metrica service data.,CWE-79,,Yandex.Metrics module,6.x-1.x before 6.x-1.6 and 7.x-1.x before 7.x-1.5,arbitrary web script or HTML injection,,remote,,,,,Yandex
7250,CVE-2013-0320,,5.1,MEDIUM,Cross-site request forgery (CSRF) vulnerability in the Taxonomy Manager (taxonomy_manager) module 6.x-2.x before 6.x-2.2 and 7.x-1.x before 7.x-1.0-rc1 for Drupal allows remote attackers to hijack the authentication of users with 'administer taxonomy' permissions via unspecified vectors.,CWE-352,,Taxonomy Manager (taxonomy_manager) module,6.x-2.x before 6.x-2.2 and 7.x-1.x before 7.x-1.0-rc1,hijack the authentication of users with 'administer taxonomy' permissions,,remote,,,,,Drupal
7251,CVE-2013-0321,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in Views in the Ubercart Views (uc_views) module 6.x before 6.x-3.3 for Drupal allows remote attackers to inject arbitrary web script or HTML via the full name field.,CWE-79,,Ubercart Views (uc_views) module,6.x before 6.x-3.3,arbitrary web script or HTML injection,,remote,,,,,Drupal
7252,CVE-2013-0322,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in Views in the Ubercart module 7.x-3.x before 7.x-3.4 for Drupal allows remote attackers to inject arbitrary web script or HTML via the full name field.,CWE-79,,Ubercart module,7.x-3.x before 7.x-3.4,arbitrary web script or HTML injection,,remote,,,,,Drupal
7253,CVE-2013-0323,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in the Display Suite module 7.x-1.x before 7.x-1.7 and 7.x-2.x before 7.x-2.1 for Drupal allows remote attackers to inject arbitrary web script or HTML via the author field.,CWE-79,,Display Suite module,7.x-1.x before 7.x-1.7 and 7.x-2.x before 7.x-2.1,inject arbitrary web script or HTML,,remote,,,,,Drupal
7254,CVE-2013-0324,,2.1,LOW,,CWE-79,,Menu Reference module,7.x-1.x before 7.x-1.0,inject arbitrary web script or HTML,,,,Yes,Administer menus and menu items permission,No,Drupal
7255,CVE-2013-0325,,4.3,MEDIUM,Multiple cross-site scripting (XSS) vulnerabilities in the Varnish module 6.x-1.x before 6.x-1.2 and 7.x-1.x before 7.x-1.0-beta2 for Drupal allow remote attackers to inject arbitrary web script or HTML via crafted a (1) Watchdog message or (2) admin setting.,CWE-79,,Varnish module for Drupal,6.x-1.x before 6.x-1.2 and 7.x-1.x before 7.x-1.0-beta2,arbitrary web script or HTML injection,,remote,,,,,Varnish
7256,CVE-2013-0326,5.5,2.1,MEDIUM,OpenStack nova base images permissions are world readable,CWE-732,,OpenStack nova base images,,,,,,,,,OpenStack
7257,CVE-2013-0327,,6.8,MEDIUM,Cross-site request forgery (CSRF) vulnerability in Jenkins master in Jenkins before 1.502 and LTS before 1.480.3 allows remote attackers to hijack the authentication of users via unknown vectors.,CWE-352,,Jenkins,before 1.502 and LTS before 1.480.3,hijack the authentication of users,,remote,,,,,Jenkins
7258,CVE-2013-0328,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in Jenkins before 1.502 and LTS before 1.480.3 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,CWE-352,,Jenkins,before 1.502 and LTS before 1.480.3,arbitrary web script or HTML injection,,remote,,,,,Jenkins
7259,CVE-2013-0329,,7.5,HIGH,Unspecified vulnerability in Jenkins before 1.502 and LTS before 1.480.3 allows remote attackers to bypass the CSRF protection mechanism via unknown attack vectors.,NVD-CWE-noinfo,,Jenkins,before 1.502 and LTS before 1.480.3,bypass the CSRF protection mechanism,,remote,,,,,Jenkins
7260,CVE-2013-0330,,4.0,MEDIUM,Unspecified vulnerability in Jenkins before 1.502 and LTS before 1.480.3 allows remote authenticated users with write access to build arbitrary jobs via unknown attack vectors.,NVD-CWE-noinfo,,Jenkins,before 1.502 and LTS before 1.480.3,build arbitrary jobs,,remote,,Yes,,No,Jenkins
7261,CVE-2013-0331,,4.0,MEDIUM,Jenkins before 1.502 and LTS before 1.480.3 allows remote authenticated users with write access to cause a denial of service via a crafted payload.,CWE-20,,Jenkins,before 1.502 and LTS before 1.480.3,denial of service,,remote,,Yes,,No,Jenkins
7262,CVE-2013-0332,,5.0,MEDIUM,"Multiple directory traversal vulnerabilities in ZoneMinder 1.24.x before 1.24.4 allow remote attackers to read arbitrary files via a .. (dot dot) in the (1) view, (2) request, or (3) action parameter.",CWE-22,,ZoneMinder,1.24.x before 1.24.4,read arbitrary files,,remote,,,,,ZoneMinder
7263,CVE-2013-0333,,7.5,HIGH,"lib/active_support/json/backends/yaml.rb in Ruby on Rails 2.3.x before 2.3.16 and 3.0.x before 3.0.20 does not properly convert JSON data to YAML data for processing by a YAML parser, which allows remote attackers to execute arbitrary code, conduct SQL injection attacks, or bypass authentication via crafted data that triggers unsafe decoding, a different vulnerability than CVE-2013-0156.",NVD-CWE-Other,,Ruby on Rails,2.3.x before 2.3.16 and 3.0.x before 3.0.20,"execute arbitrary code, conduct SQL injection attacks, or bypass authentication",,remote,,,,,Ruby
7264,CVE-2013-0334,,5.0,MEDIUM,"Bundler before 1.7, when multiple top-level source lines are used, allows remote attackers to install arbitrary gems by creating a gem with the same name as another gem in a different source.",CWE-20,,Bundler,before 1.7,allows remote attackers to install arbitrary gems,,,,,,,
